artist,album,track,url
Broken Bells,Shelter,Shelter,spotify:track:5C5Fle0gDOcUchmj4RgVH5
Audioslave,Audioslave,Getaway Car,spotify:track:5HlGgSFBJMI7YqzciPdsMe
John Lennon,Signature Box,Power To The People - Remastered 2010,spotify:track:7dTFUnfqXMqK3Qu0TjIIHC
Cage The Elephant,Cage The Elephant,Ain't No Rest For The Wicked - Original Version,spotify:track:5c5a2Ptu8eyIpljhQHjIqk
CRO,tru. (Deluxe Edition),kapitel 1,spotify:track:1ncj2QHNL1uhPCd3cdrD8n
Oasis,The Masterplan,Talk Tonight,spotify:track:3WJGK9qI2giMx6GrF36Slq
Chung Jin Woo,"Chocolate, Pt. 3 (Original Television Soundtrack)",Always be here,spotify:track:73qn7gbKv4fsE6Aqx4KpE4
Depeche Mode,Some Great Reward (Deluxe),Somebody,spotify:track:4jrMslkQYy6HVqKKPX2WXf
j-hope,Jack In The Box,MORE,spotify:track:7GARzfC1mwhDuk4t9WOACq
Green Day,¡TRÉ!,Brutal Love,spotify:track:7iXP6euYfDfeiD36vQlfnn
Jung Kook,My You,My You,spotify:track:0pNFrM5L0te1EXGxveeYiR
Sugarfree,100% Greatest Hits,Makita Kang Muli,spotify:track:0Sd2rxv323plt8xkkhrYHH
Ian Bloom,Cloudy Skies,Cloudy Skies,spotify:track:0DxwlHSCxpL3vGK9yqnITe
Linda Ronstadt,Cry Like a Rainstorm Howl Like the Wind,Don't Know Much (with Aaron Neville),spotify:track:5z3ZDMP02xF33yCvPFnct3
Jackson Wang,Cruel,Cruel,spotify:track:0SxQz5uPZ5cAGWzj6MvzrX
Haux,Youth,Youth,spotify:track:4ulix0RIyXmuNLgwPaz46S
Yutaka Yamada,"TV Drama ""Hanzai Shoukougun"" Original Soundtrack",Hanzai Shoukougun - Ze -,spotify:track:6TDo4UsZzFCj3i7x5iCpmv
Tessa Violet,Bad Ideas,Words Ain't Enough,spotify:track:6BSDpXlm2gtorEzoH4RNHw
OneRepublic,Dreaming Out Loud,Apologize,spotify:track:3VVuTYI50T7t0zznR91LNG
Human Nature,Counting Down,Eternal Flame,spotify:track:0CHNyeRhuFkG4pfVzgTrbY
Eraserheads,Anthology 2,68 Dr. Sixto Antonio Avenue,spotify:track:5gDVrZ99YxlrN4gDcGfIeg
Pluralone,To Be One With You,Save,spotify:track:1tXOZaie9qAW2Z6q3GFlbo
Pooh,Uomini soli,Uomini soli,spotify:track:6XpjIhIhIA5AGTyk06FNKU
Billie Eilish,Guitar Songs,TV,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw
Hozier,Hozier,Jackie And Wilson,spotify:track:5xo1Gj4WTssjQgQ0w03cf2
Urban Strangers,Runaway,Rape Me,spotify:track:1RVGWDEx4XQwJgLYykZMXG
Take/Five,Found Footage,Cherry,spotify:track:0eeKPPnYhpEZPWzMpYN5bl
?????,One day(???????????:The ROOTLESS)[?????????????],One day(???????????:The ROOTLESS)[?????????????],spotify:track:4qfBm4v4ofKfICamviD9LE
Prince,Controversy,"Do Me, Baby",spotify:track:621BmKwXCNiTBfmeJtxoD8
SZA,For The Throne (Music Inspired by the HBO Series Game of Thrones),Power is Power (feat. The Weeknd & Travis Scott),spotify:track:4cbdPT6uaBOgOQe3fLMofl
Neovaii,Closure,I Remember,spotify:track:1tVGUwoTDHgYpjDyYUSBUL
Red Velvet,‘The ReVe Festival’ Finale,Psycho,spotify:track:3CYH422oy1cZNoo0GTG1TK
Cris Cab,Where I Belong,Where I Belong,spotify:track:189KnqSHSz2x7rpieIs2hL
Blur,Think Tank,Sweet Song,spotify:track:7KSw7ZPQSq7tNk6EySdMWU
The Strokes,You Only Live Once,You Only Live Once,spotify:track:3D0ycd5vVhrdXv06ZbHmAY
Foo Fighters,The Colour And The Shape,Doll,spotify:track:2KvhVhBR7MIMZUQNRBiY2k
The 1975,TOOTIMETOOTIMETOOTIME,TOOTIMETOOTIMETOOTIME,spotify:track:1avsdAHEznOhz5KFF04zOS
deadmau5,mau5ville: Level 1,Nyquist,spotify:track:2vPlEZrLXYhZkMzEFyfroi
Carpenters,A Kind Of Hush,You,spotify:track:0zdu3eVfd6iRip1pcTy7eO
Red Velvet,‘The ReVe Festival 2022 - Birthday’,Birthday,spotify:track:4LJgBT9yo0beHlaBesCFEv
Hale,Kung Wala Ka,Kung Wala Ka,spotify:track:4JSDhJVmo2UqdF7nxbyenn
Mr Hudson,Supernova,Supernova,spotify:track:2ygaLrZRz3rSrghhlv0sSN
Motionless In White,Scoring The End Of The World,Masterpiece,spotify:track:3c9kVsKF68xMzlS0NikVn3
Bamboo,Bless This Mess,Fire,spotify:track:4zadB9kWwBBEbApcul4zze
Sugar Ray,Sugar Ray,Ours,spotify:track:3Or3O0Po3KoPDbEhxmIAnr
Danita Paner,Promotor,Lunod,spotify:track:0eQhT28gpGclcnLLEd5yWl
Linkin Park,Meteora,Somewhere I Belong,spotify:track:3fjmSxt0PskST13CSdBUFx
juan karlos,JKL,Wala Nang Iba,spotify:track:0F7KF7sAkjGHu03j4EVzmf
Ezra Band,Kaye Cal,Walang Iba,spotify:track:4EVnxUFwAUlgIRmzRotDSp
Yutaka Yamada,"TV Drama ""Hanzai Shoukougun"" Original Soundtrack",Fukushuu ka Seigi ka,spotify:track:6wrDIC84FCo8JuNYmyutRF
Robot Koch,The Other Side,Nitesky feat. John LaMonica,spotify:track:0Ccc5YD2p42a0VWmNLY8Pk
Hotel Ugly,Shut up My Moms Calling,Shut up My Moms Calling,spotify:track:3hxIUxnT27p5WcmjGUXNwx
Skusta Clee,Umaasa,Umaasa,spotify:track:1ojVx5LnVcBCGYPL7QC5eW
Motohiro Hata,????,???????,spotify:track:45jGOHwYKgsRYbAJ8DR61d
Robbie Williams,Intensive Care,Advertising Space,spotify:track:3EY1sjf2Xq86pQN0L4hEnU
Damon Albarn,Everyday Robots,You & Me,spotify:track:0jm7k3F3OqF2ele4r8UN3l
DPR IAN,Moodswings In To Order,Merry Go,spotify:track:20TNOr28Qj4kuOfzYRNXKn
21 Savage,SAVAGE MODE II,Glock In My Lap,spotify:track:6pcywuOeGGWeOQzdUyti6k
Twenty One Pilots,Blurryface,Heavydirtysoul,spotify:track:7i9763l5SSfOnqZ35VOcfy
Levi Kreis,One of the Ones,I Should Go,spotify:track:4a8s6BZ80rnyE68P0ccrwt
Mark Pelli,Lifetime,Lifetime,spotify:track:3Kh1O3e1zNoVUDm03Xmp60
The Darcys,Ocean Eyes,Ocean Eyes,spotify:track:21vCVeinc9agpAM7scu3Tx
Stadio,Encuentro Acoustic Duo,E dimmi che non vuoi morire,spotify:track:7zLiQVnAvqCrUISCdpqrcp
Trey Songz,"Passion, Pain & Pleasure",Already Taken,spotify:track:5w3faWGjZFbTXkPXLAATkC
The Lonely Island,Popstar: Never Stop Never Stopping,"""Are Or Aren't?"" (Dialogue)",spotify:track:0kxWrJ2NbHHrno45AItD9k
ONEWE,GRAVITY,GRAVITY,spotify:track:1idY5rVWAM5JTTOfNP7Ipm
Bobby Vinton,The Best Of Bobby Vinton,Sealed with a Kiss,spotify:track:2W5UG7uGle3SlZiyzEGxls
Daniel Powter,Under the Radar,Best of Me,spotify:track:3051rNex91pBMxwAisAPdh
Leona Lewis,Echo,Lost Then Found (feat. OneRepublic),spotify:track:51TGmCdzkYt3UfMGF9y2uZ
Livaï,Voss,Quelqu'un de bien,spotify:track:3VbKTumDjuJOwqlOY0sCeu
sokodomo,Spotify Singles,WHIP! - Spotify Singles,spotify:track:0tW9Scup0VRKGlwD3Qvn4r
Weezer,Weezer,Say It Ain't So - Original Mix,spotify:track:6VoIBz0VhCyz7OdEoRYDiA
Kendrick Lamar,GNX,luther (with sza),spotify:track:2CGNAOSuO1MEFCbBRgUzjd
The Ethels,Field Trip to Cakeland,Corazon Incessante,spotify:track:65salx3v2atxiBwTFWxmcj
Aqualung,Still Life,Breaking My Heart Again,spotify:track:5cfHEa7b8zPBGo7kr1TTsX
AViVA,GRRRLS,GRRRLS,spotify:track:1DkX0AcEDzuFeh4TEAl143
Tom Odell,Magnetised,Magnetised - Acoustic,spotify:track:5baXzOMmD0sf26hayRqfqI
The Band CAMINO,My Thoughts on You,The Black and White,spotify:track:6KtCRh78Hl0bgWvkruPNcs
TAEYANG,Solar,Wedding Dress,spotify:track:2NO4CA2TFvhGeg7XMz8PmT
girl in red,watch you sleep.,watch you sleep.,spotify:track:3GIIv6Eo0WSuM9Bxx5DTdR
Abra,Abra,Gayuma,spotify:track:6iUxAvgO4u31UHIQ8zeet2
Sum 41,Order In Decline,Never There,spotify:track:3ujzd7pcdAhILCnS3oGbaU
Måneskin,Il ballo della vita,Morirò da Re,spotify:track:1aX0Ki80LFzzhqxqRlqbAV
Oasis,Standing On The Shoulder Of Giants,Sunday Morning Call,spotify:track:6foXkrv79wyo9RMfZIMB6z
"Dream, Ivory",welcome and goodbye,welcome and goodbye,spotify:track:5F3DM6Iz4axGiLUhxvQLs1
Blu DeTiger,Blutooth / enough 4 u,Blutooth,spotify:track:4mhHWZBaSyLeTeXrLp1xuK
Muse,The 2nd Law,Explorers,spotify:track:0rlB9MM5FKeRnvJiWOVRYY
Weezer,Weezer (Black Album),Zombie Bastards,spotify:track:4a92XwkRTBH2oOCbrfPWXK
Jericho Rosales,Change,Naaalala Ka,spotify:track:2NyScoQi4AxsJR3kGiRCYY
Troye Sivan,Blue Neighbourhood,THE QUIET,spotify:track:5cpMD4UcrTpu4P2T4EAPQz
TWO LANES,Never Enough,Never Enough,spotify:track:3eCg0wDpSGXIygdgetOdNq
Glass Animals,How To Be A Human Being,Life Itself,spotify:track:32zkKx35Et6A515oZKxDkD
The Lonely Island,Popstar: Never Stop Never Stopping,Mona Lisa,spotify:track:4K66R8Nt1SFKDJbeF3J6lI
Trifonic,Emergence,Good Enough,spotify:track:1ECStnVPay2NFCNUour8ag
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,spotify:track:4fsQ0K37TOXa3hEQfjEic1
Liam Gallagher,As You Were,Greedy Soul,spotify:track:1lgtuKQkhlOr0LySn892KY
Irama,Plume,Voglio solo te,spotify:track:5eLBAqgut0TXdu3bO8yK1N
Pink Sweat$,Honesty,Honesty,spotify:track:5dXI2NV7X2c4anyLFbQdEX
Fiona Apple,Pleasantville -Music From The Motion Picture,Across the Universe,spotify:track:6ZQgooEk8PvsLxedYaT6Oa
Balu Brigada,So Cold,So Cold,spotify:track:297PYWIVLP38C1a92ND8Kv
TroyBoi,"All Trap Music, Vol. 4",O.G,spotify:track:15VMO7MDIJN0bVFYOjJg9F
Lo-Fang,Blue Film,You're The One That I Want,spotify:track:1dEHQktvcM8vCCyI1x7yVB
Sleeping At Last,Atlas: I,Saturn,spotify:track:3tJjZMHLqhD8DaGgdBICnc
Kodaline,Coming Up for Air,Moving On,spotify:track:3QFCL0dqEzXFIWlqWiVDJU
Tom Odell,Wrong Crowd,Constellations,spotify:track:1jD50ivXMpAqU7UpA7dF1n
Cris Cab,Where I Belong,Fables,spotify:track:0Kr7O39Q9qBifTo0AYnc16
Jay R,Jay R Sings OPM Love Classics,Sa Isip Ko,spotify:track:0IeAMl8Z7kkv1vFKAsNYpG
Trevor Hall,Chapter Of The Forest,Holy Country,spotify:track:1kQAoaS1oO2oWO916yL7R9
Annalisa,Splende,Una finestra tra le stelle,spotify:track:7f7xRKukld8LH7aVAhJTQG
OWEL,Paris,Sonnet For Silence,spotify:track:3BWpIvxs6NgvKsMWHF4hSK
Westlife,Greatest Hits,Queen of My Heart - Radio Edit,spotify:track:5WlnivbFdzvk37socBY91p
"Oh, Flamingo!",Volumes,Naubos Na,spotify:track:1gPwjacdPVLs3OYv8iC7mw
Silverchair,Neon Ballroom,Ana's Song (Open Fire),spotify:track:2VL5StiQKN8tNYSSDbjvIc
MEOVV,MEOW,MEOW,spotify:track:72gPDy1zVt95zVNali0IhK
The Beach Boys,Pet Sounds,God Only Knows - Remastered 1996,spotify:track:17QTsL4K9B9v4rI8CAIdfC
Trent Dabbs,Set for Life,Set for Life,spotify:track:3qu71dQbnNasqBeGGqwV0Y
Twenty One Pilots,Overcompensate,Overcompensate (edit),spotify:track:7kcApwUclbIw9B6MuVmqPc
The Killers,Hot Fuss,Somebody Told Me,spotify:track:3twNvmDtFQtAd5gMKedhLD
back number,????,???,spotify:track:3RvdkNMcSy71m0aT6UF9Uf
Pusha T,Misfit Toys (from the series Arcane League of Legends),Misfit Toys (from the series Arcane League of Legends),spotify:track:0oKPOxrcUkvJ8YVaV79qE8
OneRepublic,Dreaming Out Loud,Apologize,spotify:track:428lSKYV9R5f5d4XGOeniY
Young M.A,OOOUUU,OOOUUU,spotify:track:0D21XvHcVsIvJM6FcGY2BT
TREASURE,THE SECOND STEP : CHAPTER ONE,DARARI,spotify:track:0dcnrLo8s1rhjm8euGjI4n
Asim Azhar,Jo Tu Na Mila,Jo Tu Na Mila - Acoustic,spotify:track:0TyyNe2BGZ5UOUzSGT4pP2
Cut One,Electro Blues,Take Me Now,spotify:track:0dOGYw59VqnGL2aGKKsvix
unknownbeats,Tenshi,Tenshi,spotify:track:28fSDWiYNUH4v9xqd99qyi
R?DE,Eternal Youth,Eternal Youth,spotify:track:0ytvsZOerGzUWfHXVT2Sgy
Lùnapop,...Squèrez?,Resta Con Me - Remastered 2019,spotify:track:1MpIxXYlBmVnjmgnXtMHTq
Migz & Maya,Ambon,"Ambon - From ""How to be Yours""",spotify:track:2UHy6fuiuzRHC4ybkc0yaA
Artie 5ive,LA BELLAVITA,SOGNO AMERICANO,spotify:track:7i0zYckMTyvLyKAFxfOKIS
Over October,Wait,Wait,spotify:track:4QL0csrNeTFwzbYHUGwESv
Young Nudy,Gumbo,Peaches & Eggplants (feat. 21 Savage),spotify:track:2KcQ0PbPj0O3P48B9YX7iN
Oasis For Piano,Stop Crying Your Heart Out,Stop Crying Your Heart Out,spotify:track:2gT0r0OYEQnmq9tTgCQNRf
???????,????????????????????? (?????????????),????????????????????? (?????????????),spotify:track:7BUHKcrvmr9WIAgEBkwukl
Sleepy Fish,Chillhop Essentials Winter 2018,Fall's Echoes,spotify:track:6e9PEl2mvN7I9sflyuBfv8
Dustin O'Halloran,Like Crazy (The Score),Opus 26,spotify:track:1pFz3qmNvUjbgpFWWUldqz
Marc E. Bassy,PMD,Just My Luck,spotify:track:2QsBAfiNmngcrZsOTznqBG
Bennett Coast,Moonboy,Moonboy,spotify:track:3j4P8ytkoDpBFePPrXHEbe
The Cinematic Orchestra,Ma Fleur,To Build A Home,spotify:track:54KFQB6N4pn926IUUYZGzK
Fujii Kaze,??????,??????,spotify:track:1LjZnfncDtrn5YtbU4lQMf
Frances,Let It Out,Let It Out,spotify:track:7LloZ3FmqbPQxLXow0TWCz
LANY,mama's boy,cowboy in LA,spotify:track:22ZcJxQkzIL6EU692kAFWY
Beady Eye,BE,Soul Love,spotify:track:2wPLj0L0OccwRKpyVkSU5a
Jay R,The One and Only OPM Hits Album,You to Me Are Everything,spotify:track:4g7WZ8C9tnMnQHBVbxf7GM
DNCE,DNCE,Blown,spotify:track:1Nj0Vy9jjuLW28pV0TApfw
Richard Ashcroft,The Drugs Don't Work (Live on The Chris Evans Breakfast Show),The Drugs Don't Work - Live on The Chris Evans Breakfast Show,spotify:track:2HwRuv2FfdJnLSuRF5uzgc
NewJeans,Supernatural,Supernatural,spotify:track:5ocSQW5sIUIOFojwXEz9Ki
The Weeknd,Beauty Behind The Madness,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB
Talking Heads,Talking Heads '77,Psycho Killer - 2005 Remaster,spotify:track:1i6N76fftMZhijOzFQ5ZtL
Twenty One Pilots,Blurryface,Doubt,spotify:track:57yL3161hUMuw06zzzUCHi
Dominic Fike,What Could Possibly Go Wrong,Why,spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U
HENRY,"While You Were Sleeping, Pt. 2 (Original Television Soundtrack)",It's You,spotify:track:61OtYav1fiUCr73JwZD2Sb
Hale,Alon,Alon,spotify:track:5a2pGWYm5Zn5HRnOnhcdqZ
The Offspring,Americana,Why Don't You Get A Job,spotify:track:027h5P3kCyktHv9dpHUBBS
Kenshi Yonezu,BOOTLEG,???? ( + ???? ),spotify:track:3KnURrjsXA0TDce8N7iOwz
Foreign Air,Good Morning Stranger,Ultra Mega Love,spotify:track:5CX1mCXkom2tNvGjSAuwPL
Rivermaya,Greatest Hits,Himala,spotify:track:3zuJmBQozBPx6KRlfCNUPQ
Carpenters,Close To You,Maybe It's You,spotify:track:51vmy7xALlt9IL9WEuMprY
Liam Gallagher,All You're Dreaming Of,All You're Dreaming Of,spotify:track:17Xof0GRZZfS7ZgjUJ27pH
Yasuharu Takanashi,NARUTO-???- ?????????????????? ?,???,spotify:track:3aNugT13qqQoUKwfJKmcrk
Adie,You'll Be Safe Here,You'll Be Safe Here,spotify:track:4whLOE7hwNIAykoMcSZmvO
Dishwalla,Opaline,Candleburn,spotify:track:14melngw5XD8HFeE3mVHBk
The Rolling Stones,Let It Bleed,Gimme Shelter,spotify:track:6H3kDe7CGoWYBabAeVWGiD
Kat Cunning,Looking for Alaska (Music from the Original Series),Orange Sky,spotify:track:45E6I2yNGDGkEqx2U2PWvs
Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,Lost Stars,spotify:track:31UdITPwSCT5LcwbG29G3J
Depeche Mode,Ultra (Deluxe),It's No Good,spotify:track:7HDWE2Ib7cjkhzULV4K8y3
SPC ECO,Dark Matter,Under My Skin,spotify:track:2NjNkyvUvlKWXXqAwC0WPj
NF,Therapy Session,Grindin',spotify:track:3m6HMeFX6GIlGPMBcLEN6t
mgk,Bad Things,Bad Things - With Camila Cabello,spotify:track:6H2TKJ9KJfcq6MRmw2cF20
Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Forever,spotify:track:12OLyHDxt6dqlAybSPFBK3
The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,spotify:track:18UsAG7SfOQ5sxJEdjAMH0
Coldplay,Viva La Vida (Prospekt's March Edition),Lost!,spotify:track:1qpeSaSifIDeJsGU6GskAz
The Beach Boys,Pet Sounds,God Only Knows - Mono,spotify:track:6iGU74CwXuT4XVepjc9Emf
Big Scary,Animal,Double Darkness,spotify:track:5AMZxk7HyZJHRlin0QJcu3
Frédéric Chopin,JUST THE BEST MUSIC Vol. 2 Solo Piano Relax Playlist,Nocturne Op. 9 No. 2,spotify:track:61YM5SkqqeUjIBL7It56cs
G-Eazy,Spotify Sessions,Tumblr Girls - Live from Spotify SXSW 2014,spotify:track:5CzwVm8iCBV6i8p2N7yEG8
Takayoshi,baby,baby,spotify:track:3yREqyd7toGDQfcZlQLkP2
ibig,Philippine Treasures Vol. 1,Ang Tangi Kong Pag,spotify:track:5kx0I9PivolGk1AgcCEpmC
Billie Eilish,HIT ME HARD AND SOFT,BIRDS OF A FEATHER,spotify:track:6dOtVTDdiauQNBQEDOtlAB
Friedberg,Forever Young,Forever Young,spotify:track:25kayNrSANYsXe31x6VdOq
Sticky Fingers,Cyclone (The Village Sessions),Cyclone (The Village Sessions),spotify:track:53XM8O6sQ4YzCq2jYgXuC6
lullaboy,shortcut to heaven,shortcut to heaven,spotify:track:0zL5fdl4CvAAYUG3dJVMqS
The Cure,Wish,Friday I'm In Love,spotify:track:4QlzkaRHtU8gAdwqjWmO8n
Isaiah Rashad,The House Is Burning,Lay Wit Ya (feat. Duke Deuce),spotify:track:5KW5AYiCyi5auXXZR2cvxM
Keane Trinity,Keep,Keep,spotify:track:53VyEsF9M3U5jNKoTsTeXR
Kacey Musgraves,Golden Hour,Rainbow,spotify:track:79qxwHypONUt3AFq0WPpT9
Tokimeki Records,Night Birds (feat. Froya & ????),Night Birds (feat. Froya & ????),spotify:track:2cgh33trwcxse6qx4ySYfp
Ruel,Free Time,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd
blackbear,deadroses,idfc,spotify:track:6y6jbcPG4Yn3Du4moXaenr
Lonas,Doesn't Feel Right,Doesn't Feel Right,spotify:track:7rCCFjuo5lfURiDnldn2zJ
gnash,us,"i hate u, i love u (feat. olivia o'brien)",spotify:track:7vRriwrloYVaoAe3a9wJHe
Hearts & Colors,Prologue,Say You Will,spotify:track:78qm0iId9VTWVwzEwsVozA
Mree,Grow,Goodnight & Goodbye,spotify:track:55pPOqYfYXwR3UmyhztOKU
Johnny Yukon,Installation I,Lies,spotify:track:5q1mMGqipI0x7fyW0M4O9g
DJ Snake,Middle,Middle - 4B Remix,spotify:track:4omZPgQogondtYbp08FNAe
DANIEL,Another Love,Another Love,spotify:track:6kUbsWrqQ17sL0Fc00FUvA
System Of A Down,Toxicity,Chop Suey!,spotify:track:2DlHlPMa4M17kufBvI2lEN
Mahmood,Brividi,Brividi,spotify:track:1ZMGp9MTXbtAPvcKa0U3zS
Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ
Shanti Dope,Materyal,Shantidope,spotify:track:4g0fdRRAARUqmPqGkQ5ENB
Eraserheads,Sticker Happy,Hard To Believe,spotify:track:7lLdrBmH63e9P1BDRx9eQI
Justin Bieber,Changes,Available,spotify:track:1b6tPXXCV2fSNtR3SKWUQA
Kevin Godley,The Ghosts of the Living,The Ghosts of the Living,spotify:track:1ffEX9p97hFsvfU0XlPelv
You Me At Six,Night People,Night People,spotify:track:565bjZ1lUILo7nDeSkxuK6
The Everly Brothers,The Golden Hits of The Everly Brothers,Crying in the Rain,spotify:track:3lWuagNhAzcqOikD5KnBku
Ultimo,Colpa Delle Favole,Fermo,spotify:track:5dwVYGlrdLDnB77IQHr0hT
My Chemical Romance,The Black Parade,Famous Last Words,spotify:track:2d6m2F4I7wCuAKtSsdhh83
Sons of Serendip,Sons of Serendip,Somewhere Only We Know,spotify:track:6KydhFbF8EFIBFkho2ILDU
The Lonely Island,Popstar: Never Stop Never Stopping,Things In My Jeep,spotify:track:2QVLEmV8eesYE7bAYMkWuw
John Lennon,Double Fantasy: Stripped Down,Woman - Remastered 2010,spotify:track:0GGxVTb0UwDwdaKNjBdCn3
Pearl Jam,Jeremy,Yellow Ledbetter,spotify:track:3bE5slaVEfaDreqARl6k4M
Mike Dimes,DLOG,LABELS CALLIN',spotify:track:19s7W71y7IZDAn6X2mnCqr
Ultimo,Il ballo delle incertezze,Il ballo delle incertezze,spotify:track:35JwSMQXtHyTKPTcpXF07P
The Lonely Island,Popstar: Never Stop Never Stopping,Maximus - BONUS TRACK,spotify:track:1yHo8DpasJeuw61fxWntj0
Mikoy Morales,Pusong Hindi Makatulog,Pusong Hindi Makatulog,spotify:track:0JlzKgpLI2oaYzxGdC8FCn
Fiora,Let It Go By,Let It Go By,spotify:track:6IpQfpUBQ5Zn8WRpu17FIj
Bring Me The Horizon,MANTRA,MANTRA,spotify:track:7dRj3sTBYkNbEx5kdNHriv
The Rose,Dawn,She's In The Rain,spotify:track:5Xp6Bx4Fy8LGoTX8xzBi00
Ultimo,Peter Pan,Il ballo delle incertezze,spotify:track:0Wq6iAraiUpSbBSPmv4gLu
Abra,Diwata (feat. Chito Miranda of Parokya Ni Edgar),Diwata,spotify:track:3qs5vRk6QTsyeRjZZquDvb
Eraserheads,Cutterpillow,Huwag Mo Nang Itanong,spotify:track:2A3CzmtFj1sK6W1qQtBz86
Band of Horses,Everything All The Time,The Funeral,spotify:track:5lRzWDEe7UuedU2QPsFg0K
King,The Reason I Exist,Maybe,spotify:track:7lNoQr3r87NSksenL7vUhN
No Rome,RIP Indo Hisashi,Narcissist,spotify:track:4Zft1h1zRfkBqlAo4qEPqp
Postino,Latte di soia,Blu,spotify:track:2mz7i5TaMvcBid9fVPYMMe
Jack Be,The Great Alone,The Note That Knows My Soul,spotify:track:6fSTlWfPf3to4y6UulyyVR
Mike Shinoda,Post Traumatic,Running From My Shadow (feat. grandson),spotify:track:1DZw1ilCsICpOnefS2jkwT
Coldplay,Everyday Life,Everyday Life,spotify:track:6WMf0Om41Z6HlMzXFuZ4F0
Robert Muinos,You're Not Alone,Next Door,spotify:track:3f7U99LyuhIa4licxq0Tgy
slowthai,TYRON,push (feat. Deb Never),spotify:track:1TXydwDv0VSV92ijrUNBfN
Piolo Pascual,Renditions..Piolo Sings Louie O.,Without You,spotify:track:3Bqog2DHLYfO8ydOmOCsaM
David Guetta,2U (feat. Justin Bieber),2U (feat. Justin Bieber),spotify:track:3A7qX2QjDlPnazUsRk5y0M
Teriyaki Boyz,BEEF or CHICKEN?????,?????????,spotify:track:2AMOykZyhUk8RMl1IQJ4aM
The Rolling Stones,The Rolling Stones Singles Collection * The London Years,As Tears Go By,spotify:track:55yvGEAuDt82vs9e8DwbAA
The Platters,The Magic Touch: An Anthology,Smoke Gets In Your Eyes,spotify:track:1jTkRvUHQhh2v77G5KOyYW
Roy Orbison,Mystery Girl,She's a Mystery to Me,spotify:track:7FMXSSzIRW8aJwUPfzXsa2
Struan Shields,Knew About You,Knew About You,spotify:track:7cY6rkSDfZlhJ4CPrBeAiq
X Ambassadors,ORION,BOOM,spotify:track:3V9cM3nCH2G66afoDi0snu
Pinguini Tattici Nucleari,AHIA!,Pastello Bianco,spotify:track:0bKDQionn4VKcgNKbs4SWX
Zild,sinungaling,sinungaling,spotify:track:5HOw6QipOkTDOQrsFKLPMn
Depeche Mode,Violator (Deluxe),World In My Eyes,spotify:track:0TBn49AjkNufCRJ2O5VJ6s
The Rolling Stones,Hot Rocks 1964-1971,Wild Horses,spotify:track:4M4Q3JLsUbyTkd5WHty1WB
Taylor Swift,Delicate,Delicate - Sawyr And Ryan Tedder Mix,spotify:track:6SYwJcqaltK2WFRmD1unUV
CHVRCHES,Recover,ZVVL,spotify:track:79Og22swFwSU1wxIrMYiT6
Foster The People,Sacred Hearts Club,Sit Next to Me,spotify:track:4BdGO1CaObRD4La9l5Zanz
Rico Blanco,Your Universe,Antukin,spotify:track:4jq5J39hJ28RmDhNp1QkYk
Justin Timberlake,The 20/20 Experience (Deluxe Version),Suit & Tie (feat. JAY-Z),spotify:track:6vt0I1cw1YmAIKDJvHVIM5
Stephen,Sincerely,Crossfire,spotify:track:5lJH3o6AFW9Aig1CdRdAF1
Briston Maroney,Sunflower,It's Still Cool If You Don't,spotify:track:0g7FTOpwOg90HLXOPioFK3
The Doors,The Doors,Soul Kitchen,spotify:track:2Xdc6qyaFBJZ8QW1KhpVci
NIKI,lowkey,lowkey,spotify:track:5TTXEcfsYLh6fTarLaevTi
Behind Clouds,The Unknown,Wonders of the Unknown,spotify:track:2IyZHf11b0mmL3K3jYyqMM
Jessi,ZOOM,ZOOM,spotify:track:4IaxDf2FixiQXq0mW7key9
Bruno Merz,Whisper Turn,There Is a Place,spotify:track:2HYEZoxPzSh4Aqtzgq94AE
Maroon 5,V,Maps - Remix,spotify:track:1sjulE62hhvUBIhNAdHFsv
The Ivory Elephant,Number 1 Pop Hit,Number 1 Pop Hit,spotify:track:0cQUHfznWwl2wOx8l5v0z2
Parachute,Losing Sleep,The Mess I Made,spotify:track:5CijCh8uOTWZO9DQpYwAXw
Benson Boone,Walk Me Home...,Let Me Go,spotify:track:4X27CYcGvCfy75TkVJehSG
Coldplay,Viva La Vida (Prospekt's March Edition),Strawberry Swing,spotify:track:0zVYSaFo1b2v8YDmx0QYEh
Steve Lacy,Bad Habit,Bad Habit,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK
OneRepublic,Dreaming Out Loud,Come Home,spotify:track:7aByjVgzMp4pz6xMIEdEcr
Sleeping At Last,Storyboards,Unmade,spotify:track:4VDt2ui7v2G0Cw2ujUCyRN
Eagles,Hell Freezes Over,"Wasted Time - Live On MTV, 1994",spotify:track:5EqhOwl4nLnAcin3LiplTx
